SEASON_ID,TEAM_ABBREVIATION,PTS
2025-26,UTA,113
2025-26,WAS,101
2025-26,SAS,129
2025-26,PHX,131
2025-26,PHI,109
2025-26,MEM,105
2025-26,MIA,119
2025-26,MIN,124
2025-26,CHI,114
2025-26,CLE,122
2025-26,DAL,94
2025-26,SAC,99
2025-26,DEN,116
2025-26,NOP,102
2025-26,BOS,114
2025-26,ORL,87
2025-26,TOR,139
2025-26,MIL,113
2025-26,WAS,88
2025-26,HOU,134
2025-26,NYK,100
2025-26,BKN,116
2025-26,MIA,118
2025-26,GSW,93
2025-26,OKC,111
2025-26,LAC,127
2025-26,CHA,99
2025-26,POR,123
2025-26,IND,135
2025-26,MIL,95
2025-26,PHI,118
2025-26,CHI,124
2025-26,SAC,113
2025-26,PHX,134
2025-26,MEM,125
2025-26,UTA,109
2025-26,SAS,127
2025-26,MIN,87
2025-26,ATL,123
2025-26,DET,109
2025-26,CHA,114
2025-26,GSW,131
2025-26,ATL,102
2025-26,IND,113
2025-26,CHI,113
2025-26,UTA,129
2025-26,MEM,109
2025-26,POR,93
2025-26,HOU,119
2025-26,OKC,131
2025-26,WAS,126
2025-26,LAL,116
2025-26,TOR,119
2025-26,DAL,100
2025-26,LAC,114
2025-26,BKN,99
2025-26,CLE,149
2025-26,BOS,109
2025-26,DEN,135
2025-26,NOP,106
2025-26,MIA,128
2025-26,DET,129
2025-26,ORL,121
2025-26,NOP,108
2025-26,SAC,117
2025-26,NYK,103
2025-26,CHA,114
2025-26,BOS,119
2025-26,TOR,94
2025-26,GSW,109
2025-26,MEM,98
2025-26,LAC,119
2025-26,UTA,110
2025-26,IND,130
2025-26,MIL,99
2025-26,LAL,137
2025-26,ATL,130
2025-26,BKN,106
2025-26,DEN,142
2025-26,HOU,108
2025-26,DAL,135
2025-26,CHI,137
2025-26,MIA,120
2025-26,OKC,109
2025-26,WAS,133
2025-26,DET,129
2025-26,MIN,110
2025-26,SAS,123
2025-26,POR,130
2025-26,CLE,103
2025-26,PHI,157
2025-26,SAC,90
2025-26,NYK,121
2025-26,NOP,116
2025-26,CHA,134
2025-26,ORL,131
2025-26,PHX,123
2025-26,CLE,136
2025-26,DEN,125
2025-26,OKC,123
2025-26,MEM,107
2025-26,TOR,143
2025-26,PHI,103
2025-26,ORL,126
2025-26,DET,113
2025-26,POR,134
2025-26,BKN,99
2025-26,MIA,111
2025-26,DAL,131
2025-26,HOU,124
2025-26,MIL,96
2025-26,LAL,110
2025-26,IND,128
2025-26,UTA,127
2025-26,LAC,129
2025-26,GSW,137
2025-26,CHI,132
2025-26,ATL,146
2025-26,SAS,136
2025-26,SAC,126
2025-26,TOR,98
2025-26,POR,112
2025-26,MIN,102
2025-26,NYK,145
2025-26,WAS,113
2025-26,BOS,92
2025-26,DEN,128
2025-26,BKN,122
2025-26,PHX,120
2025-26,OKC,132
2025-26,MIA,122
2025-26,MIL,108
2025-26,LAL,105
2025-26,IND,119
2025-26,UTA,116
2025-26,ATL,126
2025-26,DAL,131
2025-26,PHI,126
2025-26,NOP,106
2025-26,CHA,124
2025-26,LAC,138
2025-26,GSW,110
2025-26,HOU,123
2025-26,MEM,101
2025-26,PHX,105
2025-26,SAS,134
2025-26,ORL,104
2025-26,CLE,111
2025-26,WAS,111
2025-26,HOU,117
2025-26,DEN,121
2025-26,GSW,101
2025-26,POR,108
2025-26,NYK,93
2025-26,MIN,104
2025-26,MEM,112
2025-26,BOS,117
2025-26,DET,115
2025-26,BKN,92
2025-26,TOR,115
2025-26,ATL,95
2025-26,LAC,99
2025-26,UTA,128
2025-26,NOP,105
2025-26,PHX,100
2025-26,WAS,95
2025-26,MIA,126
2025-26,CLE,115
2025-26,DET,117
2025-26,LAL,134
2025-26,MIL,96
2025-26,PHI,139
2025-26,ORL,111
2025-26,CHI,110
2025-26,SAS,101
2025-26,SAC,118
2025-26,CHA,130
2025-26,NOP,124
2025-26,UTA,111
2025-26,TOR,139
2025-26,LAL,124
2025-26,DEN,118
2025-26,POR,127
2025-26,ATL,135
2025-26,DAL,120
2025-26,MIN,147
2025-26,OKC,121
2025-26,BOS,120
2025-26,MEM,125
2025-26,IND,119
2025-26,GSW,99
2025-26,BKN,92
2025-26,LAC,109
2025-26,CHI,109
2025-26,HOU,116
2025-26,MIN,116
2025-26,CHA,136
2025-26,SAC,104
2025-26,MIA,106
2025-26,WAS,117
2025-26,OKC,113
2025-26,PHI,96
2025-26,PHX,104
2025-26,DEN,124
2025-26,DET,130
2025-26,SAS,132
2025-26,CLE,123
2025-26,ORL,108
2025-26,MIL,116
2025-26,IND,110
2025-26,NYK,136
2025-26,HOU,92
2025-26,LAL,100
2025-26,POR,114
2025-26,NOP,129
2025-26,LAC,115
2025-26,DAL,111
2025-26,BKN,95
2025-26,ATL,124
2025-26,SAS,119
2025-26,GSW,125
2025-26,ORL,112
2025-26,WAS,117
2025-26,PHX,112
2025-26,BOS,120
2025-26,MEM,107
2025-26,CHI,132
2025-26,POR,103
2025-26,MIN,103
2025-26,SAC,116
2025-26,CLE,120
2025-26,IND,123
2025-26,OKC,116
2025-26,NYK,110
2025-26,TOR,119
2025-26,GSW,107
2025-26,UTA,111
2025-26,MIL,134
2025-26,DAL,130
2025-26,DET,108
2025-26,PHI,109
2025-26,DEN,125
2025-26,MIA,117
2025-26,SAC,118
2025-26,PHI,104
2025-26,BKN,97
2025-26,LAL,127
2025-26,MIL,99
2025-26,WAS,100
2025-26,ATL,122
2025-26,LAC,109
2025-26,CHA,102
2025-26,SAS,115
2025-26,ORL,121
2025-26,BOS,111
2025-26,MIN,127
2025-26,GSW,117
2025-26,HOU,107
2025-26,TOR,122
2025-26,POR,124
2025-26,CLE,138
2025-26,UTA,114
2025-26,NOP,105
2025-26,CHI,108
2025-26,DET,126
2025-26,PHX,115
2025-26,DAL,105
2025-26,NYK,101
2025-26,MEM,110
2025-26,LAC,119
2025-26,IND,92
2025-26,IND,108
2025-26,DET,131
2025-26,SAS,131
2025-26,BOS,102
2025-26,BKN,97
2025-26,DEN,136
2025-26,MIA,112
2025-26,PHI,109
2025-26,LAL,142
2025-26,MIL,105
2025-26,ORL,136
2025-26,OKC,104
2025-26,WAS,131
2025-26,MEM,112
2025-26,CHI,130
2025-26,DAL,120
2025-26,ATL,108
2025-26,PHX,123
2025-26,LAC,153
2025-26,CHA,117
2025-26,ORL,128
2025-26,TOR,111
2025-26,DEN,129
2025-26,MIN,128
2025-26,NOP,122
2025-26,NYK,134
2025-26,UTA,117
2025-26,SAC,109
2025-26,CLE,122
2025-26,HOU,93
2025-26,ATL,124
2025-26,MIN,106
2025-26,DAL,112
2025-26,DET,138
2025-26,SAS,125
2025-26,SAC,114
2025-26,MEM,129
2025-26,LAL,120
2025-26,PHI,139
2025-26,POR,101
2025-26,BKN,100
2025-26,HOU,113
2025-26,IND,109
2025-26,PHX,129
2025-26,MIA,150
2025-26,BOS,116
2025-26,TOR,99
2025-26,GSW,124
2025-26,MIL,114
2025-26,WAS,129
2025-26,CHA,103
2025-26,CHI,130
2025-26,GSW,116
2025-26,UTA,119
2025-26,NYK,118
2025-26,CLE,115
2025-26,LAC,126
2025-26,OKC,129
2025-26,MEM,115
2025-26,BKN,126
2025-26,DEN,126
2025-26,PHI,101
2025-26,NYK,97
2025-26,NOP,138
2025-26,TOR,122
2025-26,MIL,91
2025-26,CHI,110
2025-26,DAL,92
2025-26,SAS,145
2025-26,CLE,98
2025-26,PHX,111
2025-26,SAC,126
2025-26,POR,131
2025-26,LAL,110
2025-26,BOS,109
2025-26,ORL,130
2025-26,WAS,118
2025-26,DET,110
2025-26,HOU,120
2025-26,IND,111
2025-26,CHA,99
2025-26,MIA,121
2025-26,UTA,99
2025-26,MIL,113
2025-26,LAC,123
2025-26,MEM,120
2025-26,BKN,107
2025-26,OKC,104
2025-26,ATL,125
2025-26,MIN,92
2025-26,DET,105
2025-26,ORL,119
2025-26,PHI,116
2025-26,GSW,97
2025-26,MIA,128
2025-26,LAL,128
2025-26,BOS,120
2025-26,DAL,100
2025-26,NYK,142
2025-26,CHA,120
2025-26,LAC,112
2025-26,PHX,118
2025-26,NOP,116
2025-26,HOU,106
2025-26,IND,117
2025-26,DEN,103
2025-26,SAS,116
2025-26,POR,99
2025-26,MIN,115
2025-26,GSW,115
2025-26,ORL,115
2025-26,TOR,107
2025-26,LAL,113
2025-26,UTA,122
2025-26,BKN,110
2025-26,PHX,103
2025-26,HOU,113
2025-26,DAL,114
2025-26,DEN,120
2025-26,WAS,112
2025-26,SAC,123
2025-26,SAS,121
2025-26,MIA,126
2025-26,DET,106
2025-26,NOP,133
2025-26,CHI,105
2025-26,POR,122
2025-26,MIL,113
2025-26,BOS,89
2025-26,UTA,102
2025-26,OKC,103
2025-26,NYK,100
2025-26,LAC,130
2025-26,PHI,106
2025-26,IND,107
2025-26,ATL,131
2025-26,MEM,114
2025-26,CHA,118
2025-26,TOR,95
2025-26,PHI,91
2025-26,SAC,103
2025-26,LAL,110
2025-26,MEM,110
2025-26,MIN,117
2025-26,WAS,109
2025-26,DET,109
2025-26,NOP,101
2025-26,CLE,113
2025-26,MIA,124
2025-26,CHA,117
2025-26,BKN,98
2025-26,CHI,108
2025-26,OKC,116
2025-26,SAS,131
2025-26,DAL,90
2025-26,PHX,114
2025-26,ORL,126
2025-26,NYK,111
2025-26,LAC,114
2025-26,MIL,81
2025-26,UTA,125
2025-26,HOU,123
2025-26,GSW,101
2025-26,BOS,108
2025-26,WAS,118
2025-26,DEN,128
2025-26,LAC,137
2025-26,LAL,128
2025-26,DET,106
2025-26,MIN,117
2025-26,SAS,89
2025-26,CLE,106
2025-26,DEN,108
2025-26,MEM,125
2025-26,BOS,114
2025-26,IND,106
2025-26,DAL,87
2025-26,POR,101
2025-26,NOP,117
2025-26,OKC,100
2025-26,MIL,97
2025-26,ATL,135
2025-26,NYK,114
2025-26,ORL,92
2025-26,SAC,104
2025-26,PHI,98
2025-26,BKN,102
2025-26,CHI,120
2025-26,MIA,115
2025-26,LAL,129
2025-26,GSW,101
2025-26,POR,93
2025-26,NOP,115
2025-26,CHA,109
2025-26,HOU,105
2025-26,WAS,125
2025-26,UTA,105
2025-26,TOR,134
2025-26,DET,122
2025-26,MIL,98
2025-26,DAL,105
2025-26,CLE,119
2025-26,NYK,127
2025-26,BKN,111
2025-26,MEM,124
2025-26,DEN,121
2025-26,BOS,148
2025-26,OKC,127
2025-26,CHI,112
2025-26,PHX,113
2025-26,CHA,133
2025-26,LAL,110
2025-26,IND,109
2025-26,ORL,108
2025-26,NOP,129
2025-26,HOU,113
2025-26,MIA,117
2025-26,MIN,94
2025-26,SAS,126
2025-26,ATL,126
2025-26,UTA,118
2025-26,POR,121
2025-26,PHI,124
2025-26,WAS,96
2025-26,SAC,130
2025-26,LAC,88
2025-26,BKN,110
2025-26,DAL,121
2025-26,DET,124
2025-26,SAS,110
2025-26,GSW,133
2025-26,DEN,103
2025-26,TOR,107
2025-26,HOU,128
2025-26,OKC,116
2025-26,MEM,112
2025-26,CLE,116
2025-26,SAC,97
2025-26,BOS,84
2025-26,MIL,118
2025-26,NOP,113
2025-26,MIL,128
2025-26,CLE,109
2025-26,LAL,109
2025-26,TOR,107
2025-26,CHA,131
2025-26,CHI,99
2025-26,WAS,98
2025-26,MIN,124
2025-26,OKC,116
2025-26,ATL,119
2025-26,NYK,94
2025-26,BOS,97
2025-26,IND,114
2025-26,DAL,123
2025-26,PHX,81
2025-26,MIA,117
2025-26,BKN,114
2025-26,POR,121
2025-26,GSW,109
2025-26,ORL,110
2025-26,PHI,135
2025-26,SAS,114
2025-26,SAC,123
2025-26,UTA,105
2025-26,DET,103
2025-26,HOU,125
2025-26,MEM,114
2025-26,WAS,112
2025-26,OKC,121
2025-26,NYK,105
2025-26,LAC,109
2025-26,DAL,134
2025-26,CLE,113
2025-26,ORL,111
2025-26,TOR,122
2025-26,LAL,89
2025-26,BKN,104
2025-26,PHI,135
2025-26,POR,92
2025-26,BOS,111
2025-26,CHA,129
2025-26,PHX,77
2025-26,DEN,117
2025-26,MIN,108
2025-26,ATL,115
2025-26,MIL,94
2025-26,IND,130
2025-26,CHI,99
2025-26,GSW,128
2025-26,DET,126
2025-26,SAS,139
2025-26,MIA,136
2025-26,CHI,110
2025-26,HOU,106
2025-26,PHX,113
2025-26,NYK,108
2025-26,ORL,110
2025-26,PHI,111
2025-26,SAC,122
2025-26,MEM,120
2025-26,NOP,126
2025-26,LAL,125
2025-26,UTA,114
2025-26,MEM,123
2025-26,IND,118
2025-26,DAL,111
2025-26,MIN,122
2025-26,MIA,128
2025-26,LAC,122
2025-26,CLE,118
2025-26,DEN,157
2025-26,BKN,86
2025-26,NOP,118
2025-26,ATL,97
2025-26,OKC,105
2025-26,POR,103
2025-26,WAS,131
2025-26,MIL,139
2025-26,CHA,113
2025-26,NYK,111
2025-26,SAC,94
2025-26,WAS,112
2025-26,ATL,117
2025-26,BOS,121
2025-26,PHX,94
2025-26,DET,126
2025-26,BKN,84
2025-26,SAS,121
2025-26,LAC,115
2025-26,CHA,101
2025-26,GSW,110
2025-26,CHI,101
2025-26,IND,105
2025-26,TOR,110
2025-26,HOU,105
2025-26,CLE,112
2025-26,ORL,131
2025-26,PHI,107
2025-26,DEN,114
2025-26,UTA,119
2025-26,OKC,93
2025-26,DAL,104
2025-26,POR,135
2025-26,MIL,110
2025-26,LAL,124
2025-26,DEN,122
2025-26,NOP,111
2025-26,CLE,138
2025-26,ORL,108
2025-26,MEM,116
2025-26,MIA,123
2025-26,UTA,121
2025-26,ATL,107
2025-26,HOU,102
2025-26,NYK,138
2025-26,BKN,110
2025-26,SAS,126
2025-26,OKC,136
2025-26,POR,109
2025-26,LAC,105
2025-26,CHA,110
2025-26,MIL,116
2025-26,WAS,113
2025-26,CHI,105
2025-26,PHI,89
2025-26,PHX,109
2025-26,MIN,133
2025-26,BOS,124
2025-26,IND,115
2025-26,DET,113
2025-26,GSW,113
2025-26,TOR,95
2025-26,SAC,93
2025-26,LAC,95
2025-26,DAL,111
2025-26,SAS,136
2025-26,LAL,108
2025-26,NYK,134
2025-26,IND,137
2025-26,PHX,120
2025-26,HOU,102
2025-26,LAL,110
2025-26,DET,110
2025-26,UTA,115
2025-26,MEM,113
2025-26,CHA,104
2025-26,PHI,118
2025-26,OKC,119
2025-26,MIN,138
2025-26,DEN,117
2025-26,MIA,111
2025-26,POR,135
2025-26,MIL,99
2025-26,CHI,115
2025-26,NOP,120
2025-26,BKN,123
2025-26,ORL,118
2025-26,SAC,94
2025-26,ATL,116
2025-26,GSW,114
2025-26,CLE,119
2025-26,MIA,132
2025-26,WAS,101
2025-26,LAC,115
2025-26,MIN,96
2025-26,IND,104
2025-26,NYK,111
2025-26,TOR,122
2025-26,BOS,89
2025-26,LAL,105
2025-26,POR,122
2025-26,ORL,120
2025-26,HOU,112
2025-26,CHA,126
2025-26,ATL,119
2025-26,BKN,127
2025-26,DAL,125
2025-26,WAS,113
2025-26,UTA,117
2025-26,CHI,120
2025-26,CLE,132
2025-26,MEM,115
2025-26,OKC,106
2025-26,PHX,103
2025-26,GSW,99
2025-26,PHI,109
2025-26,DEN,136
2025-26,SAS,138
2025-26,SAC,126
2025-26,MEM,115
2025-26,LAC,114
2025-26,NYK,80
2025-26,IND,99
2025-26,BOS,98
2025-26,POR,135
2025-26,NOP,119
2025-26,DET,118
2025-26,MIA,96
2025-26,MIL,105
2025-26,SAC,111
2025-26,MIN,115
2025-26,GSW,101
2025-26,CHA,109
2025-26,WAS,126
2025-26,PHX,97
2025-26,DET,117
2025-26,LAL,119
2025-26,SAS,135
2025-26,UTA,119
2025-26,ATL,121
2025-26,PHI,115
2025-26,HOU,99
2025-26,BKN,98
2025-26,DAL,123
2025-26,ORL,118
2025-26,TOR,123
2025-26,CHI,107
2025-26,TOR,126
2025-26,MEM,129
2025-26,BOS,114
2025-26,HOU,93
2025-26,NYK,134
2025-26,MIN,128
2025-26,DEN,127
2025-26,LAC,91
2025-26,SAC,125
2025-26,MIL,141
2025-26,NOP,137
2025-26,SAS,116
2025-26,OKC,106
2025-26,CLE,124
2025-26,NYK,132
2025-26,BOS,110
2025-26,UTA,131
2025-26,LAL,125
2025-26,OKC,128
2025-26,POR,125
2025-26,DAL,100
2025-26,GSW,94
2025-26,WAS,101
2025-26,PHX,130
2025-26,MIL,131
2025-26,MIA,115
2025-26,DEN,121
2025-26,BKN,109
2025-26,ATL,127
2025-26,ORL,92
2025-26,CHI,115
2025-26,PHI,113
2025-26,IND,122
2025-26,DET,124
2025-26,IND,114
2025-26,HOU,118
2025-26,LAC,113
2025-26,NOP,95
2025-26,MEM,137
2025-26,PHI,128
2025-26,CHA,102
2025-26,MIN,128
2025-26,TOR,107
2025-26,POR,111
2025-26,BKN,77
2025-26,NYK,112
2025-26,CHI,91
2025-26,DEN,111
2025-26,ORL,103
2025-26,SAS,112
2025-26,DET,130
2025-26,SAC,112
2025-26,PHX,93
2025-26,WAS,116
2025-26,MIA,134
2025-26,BOS,107
2025-26,CLE,130
2025-26,UTA,100
2025-26,OKC,121
2025-26,LAL,100
2025-26,LAC,117
2025-26,MIL,79
2025-26,HOU,111
2025-26,MIN,131
2025-26,MEM,114
2025-26,CHI,125
2025-26,IND,129
2025-26,NOP,114
2025-26,CHA,111
2025-26,MIA,118
2025-26,DAL,107
2025-26,ATL,124
2025-26,SAS,106
2025-26,PHI,124
2025-26,NYK,127
2025-26,TOR,120
2025-26,ORL,130
2025-26,WAS,111
2025-26,LAL,142
2025-26,SAC,93
2025-26,LAC,109
2025-26,NOP,114
2025-26,BKN,109
2025-26,BOS,112
2025-26,DEN,122
2025-26,CLE,113
2025-26,MEM,106
2025-26,POR,97
2025-26,GSW,124
2025-26,UTA,99
2025-26,DET,131
2025-26,PHX,126
2025-26,DAL,121
2025-26,SAC,111
2025-26,OKC,111
2025-26,ATL,86
2025-26,WAS,109
2025-26,CHA,123
2025-26,PHX,114
2025-26,MIA,116
2025-26,HOU,104
2025-26,BKN,103
2025-26,DET,96
2025-26,CHI,113
2025-26,DEN,107
2025-26,MIN,123
2025-26,PHI,113
2025-26,MIL,99
2025-26,MIA,124
2025-26,TOR,92
2025-26,CLE,129
2025-26,HOU,99
2025-26,GSW,140
2025-26,BOS,106
2025-26,ATL,117
2025-26,UTA,124
2025-26,MIN,118
2025-26,SAS,111
2025-26,ORL,133
2025-26,DAL,105
2025-26,IND,113
2025-26,CHI,110
2025-26,MEM,97
2025-26,CHA,112
2025-26,NYK,119
2025-26,LAL,99
2025-26,DEN,107
2025-26,PHX,106
2025-26,UTA,103
2025-26,NYK,103
2025-26,MIL,122
2025-26,BKN,102
2025-26,DET,109
2025-26,WAS,115
2025-26,POR,111
2025-26,SAC,87
2025-26,NOP,95
2025-26,LAC,115
2025-26,OKC,104
2025-26,PHI,139
2025-26,HOU,108
2025-26,PHI,93
2025-26,IND,116
2025-26,MIN,108
2025-26,ATL,132
2025-26,MEM,99
2025-26,POR,94
2025-26,CLE,114
2025-26,ORL,98
2025-26,LAL,129
2025-26,CHA,130
2025-26,GSW,83
2025-26,BOS,102
2025-26,CHI,118
2025-26,SAS,95
2025-26,BKN,89
2025-26,SAC,116
2025-26,LAC,126
2025-26,NOP,104
2025-26,GSW,111
2025-26,MIA,111
2025-26,PHX,102
2025-26,DET,139
2025-26,OKC,101
2025-26,TOR,103
2025-26,MIN,85
2025-26,PHI,109
2025-26,CHA,119
2025-26,NYK,112
2025-26,LAL,116
2025-26,UTA,116
2025-26,WAS,115
2025-26,MIA,147
2025-26,ORL,105
2025-26,BOS,111
2025-26,DAL,110
2025-26,CLE,119
2025-26,CHI,114
2025-26,POR,98
2025-26,BOS,130
2025-26,NOP,133
2025-26,DET,104
2025-26,SAC,118
2025-26,MIL,100
2025-26,TOR,110
2025-26,MEM,127
2025-26,CLE,123
2025-26,HOU,111
2025-26,BKN,126
2025-26,PHX,103
2025-26,ATL,110
2025-26,IND,117
2025-26,DEN,102
2025-26,OKC,114
2025-26,SAS,126
2025-26,PHI,128
2025-26,WAS,97
2025-26,ORL,97
2025-26,CHI,120
2025-26,LAC,112
2025-26,GSW,115
2025-26,MIA,110
2025-26,DAL,123
2025-26,DEN,107
2025-26,POR,127
2025-26,CHA,124
2025-26,UTA,109
2025-26,MIN,115
2025-26,LAL,104
2025-26,HOU,122
2025-26,OKC,122
2025-26,DET,112
2025-26,NYK,120
2025-26,BKN,66
2025-26,MIL,102
2025-26,ATL,124
2025-26,NOP,104
2025-26,SAC,109
2025-26,BOS,119
2025-26,IND,104
2025-26,MEM,122
2025-26,CLE,94
2025-26,TOR,122
2025-26,CHA,87
2025-26,LAL,115
2025-26,TOR,145
2025-26,LAC,110
2025-26,UTA,127
2025-26,PHX,116
2025-26,MIN,122
2025-26,PHI,110
2025-26,MIA,130
2025-26,CHI,138
2025-26,GSW,127
2025-26,SAC,117
2025-26,DEN,107
2025-26,SAS,106
2025-26,HOU,111
2025-26,MIL,112
2025-26,PHX,126
2025-26,OKC,136
2025-26,SAS,123
2025-26,MIA,112
2025-26,UTA,110
2025-26,IND,104
2025-26,NYK,97
2025-26,PHI,113
2025-26,LAC,110
2025-26,BOS,103
2025-26,WAS,106
2025-26,DAL,114
2025-26,DET,104
2025-26,CLE,104
2025-26,ATL,110
2025-26,BKN,117
2025-26,GSW,135
2025-26,ORL,109
2025-26,POR,117
2025-26,NOP,110
2025-26,BKN,102
2025-26,SAC,110
2025-26,MEM,126
2025-26,LAL,110
2025-26,DEN,87
2025-26,HOU,119
2025-26,TOR,93
2025-26,CHI,124
2025-26,CHA,110
2025-26,BOS,132
2025-26,MIN,123
2025-26,DAL,138
2025-26,PHX,106
2025-26,ATL,106
2025-26,MIA,122
2025-26,SAS,126
2025-26,DET,121
2025-26,POR,132
2025-26,CHA,116
2025-26,GSW,136
2025-26,UTA,120
2025-26,DEN,121
2025-26,NYK,99
2025-26,IND,78
2025-26,LAL,116
2025-26,OKC,120
2025-26,WAS,115
2025-26,CHI,109
2025-26,NOP,119
2025-26,TOR,117
2025-26,BKN,112
2025-26,WAS,115
2025-26,CLE,117
2025-26,HOU,110
2025-26,LAC,121
2025-26,IND,127
2025-26,PHI,115
2025-26,MIN,105
2025-26,SAC,128
2025-26,ORL,118
2025-26,HOU,91
2025-26,ATL,101
2025-26,MIL,101
2025-26,SAS,119
2025-26,OKC,111
2025-26,BOS,119
2025-26,PHX,105
2025-26,UTA,122
2025-26,DET,108
2025-26,LAL,117
2025-26,DAL,144
2025-26,GSW,126
2025-26,POR,117
2025-26,CHA,135
2025-26,MIA,114
2025-26,MEM,111
2025-26,NYK,113
2025-26,NYK,101
2025-26,SAC,112
2025-26,CHI,128
2025-26,NOP,116
2025-26,BKN,113
2025-26,DEN,118
2025-26,UTA,126
2025-26,DAL,109
2025-26,WAS,105
2025-26,LAC,119
2025-26,CLE,133
2025-26,TOR,115
2025-26,PHI,107
2025-26,IND,101
2025-26,MIL,106
2025-26,DEN,122
2025-26,POR,97
2025-26,GSW,119
2025-26,PHX,121
2025-26,NOP,116
2025-26,SAS,98
2025-26,MIA,127
2025-26,OKC,119
