SEASON_ID,TEAM_ABBREVIATION,PTS
2024-25,HOU,128
2024-25,DEN,108
2024-25,NYK,125
2024-25,PHI,119
2024-25,MEM,129
2024-25,BKN,67
2024-25,BOS,97
2024-25,LAL,117
2024-25,DAL,116
2024-25,ORL,93
2024-25,LAC,126
2024-25,UTA,112
2024-25,NOP,119
2024-25,SAS,115
2024-25,PHI,102
2024-25,CHI,113
2024-25,CLE,127
2024-25,MIL,130
2024-25,OKC,118
2024-25,DEN,118
2024-25,ATL,122
2024-25,PHX,117
2024-25,NOP,119
2024-25,DAL,99
2024-25,BKN,132
2024-25,IND,117
2024-25,POR,114
2024-25,SAC,115
2024-25,LAL,102
2024-25,NYK,119
2024-25,GSW,101
2024-25,HOU,120
2024-25,DET,124
2024-25,TOR,104
2024-25,SAS,126
2024-25,MEM,118
2024-25,WAS,106
2024-25,LAC,109
2024-25,MIA,98
2024-25,MIN,120
2024-25,OKC,136
2024-25,UTA,112
2024-25,SAC,124
2024-25,CHI,119
2024-25,PHX,120
2024-25,MIL,106
2024-25,IND,108
2024-25,ORL,104
2024-25,WAS,95
2024-25,NYK,140
2024-25,DAL,101
2024-25,CLE,93
2024-25,BKN,111
2024-25,CHA,113
2024-25,NOP,119
2024-25,DEN,112
2024-25,BOS,120
2024-25,PHI,99
2024-25,MEM,127
2024-25,PHX,114
2024-25,MIN,125
2024-25,UTA,106
2024-25,TOR,114
2024-25,DET,123
2024-25,POR,98
2024-25,MIA,119
2024-25,MIL,109
2024-25,GSW,96
2024-25,DEN,124
2024-25,BOS,97
2024-25,NYK,101
2024-25,IND,108
2024-25,CHI,138
2024-25,ORL,106
2024-25,OKC,126
2024-25,SAC,114
2024-25,WAS,105
2024-25,BKN,105
2024-25,NOP,123
2024-25,PHI,115
2024-25,MEM,115
2024-25,UTA,92
2024-25,TOR,126
2024-25,ORL,89
2024-25,DET,104
2024-25,POR,111
2024-25,CLE,132
2024-25,DAL,117
2024-25,MIN,104
2024-25,ATL,115
2024-25,GSW,107
2024-25,PHX,123
2024-25,HOU,119
2024-25,MIA,97
2024-25,LAC,103
2024-25,DET,113
2024-25,CHI,113
2024-25,WAS,103
2024-25,PHI,109
2024-25,SAS,105
2024-25,BKN,98
2024-25,MIL,121
2024-25,DEN,126
2024-25,NYK,112
2024-25,IND,129
2024-25,CLE,129
2024-25,TOR,98
2024-25,NOP,100
2024-25,OKC,122
2024-25,POR,119
2024-25,BOS,118
2024-25,PHX,104
2024-25,UTA,121
2024-25,GSW,98
2024-25,CHA,115
2024-25,MIA,114
2024-25,DEN,106
2024-25,WAS,112
2024-25,LAL,97
2024-25,DAL,118
2024-25,HOU,135
2024-25,NOP,97
2024-25,MIN,104
2024-25,ATL,124
2024-25,PHX,109
2024-25,POR,115
2024-25,PHI,99
2024-25,BKN,99
2024-25,DAL,104
2024-25,LAC,106
2024-25,SAC,123
2024-25,MIL,128
2024-25,MIA,118
2024-25,MIN,108
2024-25,DET,118
2024-25,ORL,103
2024-25,IND,113
2024-25,CHI,114
2024-25,SAS,110
2024-25,TOR,104
2024-25,MEM,119
2024-25,NYK,94
2024-25,CHA,105
2024-25,LAL,115
2024-25,WAS,98
2024-25,CLE,115
2024-25,NOP,110
2024-25,HOU,119
2024-25,BOS,92
2024-25,SAC,129
2024-25,GSW,99
2024-25,UTA,105
2024-25,ORL,92
2024-25,OKC,105
2024-25,BKN,94
2024-25,MEM,113
2024-25,PHI,123
2024-25,GSW,121
2024-25,SAS,111
2024-25,MIL,102
2024-25,NYK,126
2024-25,DET,119
2024-25,CHI,139
2024-25,UTA,136
2024-25,MIN,105
2024-25,PHX,108
2024-25,LAC,131
2024-25,POR,105
2024-25,ATL,105
2024-25,MIA,100
2024-25,DEN,122
2024-25,IND,126
2024-25,HOU,86
2024-25,SAS,113
2024-25,DEN,110
2024-25,MEM,133
2024-25,ATL,102
2024-25,TOR,97
2024-25,SAC,138
2024-25,WAS,120
2024-25,BOS,109
2024-25,NYK,107
2024-25,LAL,119
2024-25,NOP,132
2024-25,CHA,94
2024-25,DET,98
2024-25,ORL,106
2024-25,CLE,134
2024-25,OKC,117
2024-25,DAL,122
2024-25,IND,128
2024-25,MIN,115
2024-25,GSW,139
2024-25,OKC,116
2024-25,POR,106
2024-25,BKN,113
2024-25,MIL,110
2024-25,MIA,115
2024-25,BOS,118
2024-25,PHI,105
2024-25,LAL,114
2024-25,LAC,98
2024-25,UTA,103
2024-25,ORL,96
2024-25,DEN,139
2024-25,HOU,110
2024-25,NYK,119
2024-25,NOP,108
2024-25,DET,105
2024-25,TOR,130
2024-25,ATL,120
2024-25,BKN,113
2024-25,WAS,125
2024-25,PHI,107
2024-25,DAL,99
2024-25,SAC,113
2024-25,MIA,119
2024-25,CHI,107
2024-25,MIL,120
2024-25,SAS,122
2024-25,PHX,112
2024-25,LAC,86
2024-25,MIN,105
2024-25,MEM,117
2024-25,IND,112
2024-25,OKC,113
2024-25,CLE,122
2024-25,BOS,125
2024-25,LAL,110
2024-25,TOR,71
2024-25,CHI,115
2024-25,DEN,132
2024-25,NOP,113
2024-25,SAC,110
2024-25,WAS,106
2024-25,LAC,116
2024-25,DAL,100
2024-25,CHA,108
2024-25,PHI,125
2024-25,GSW,95
2024-25,NYK,126
2024-25,CLE,113
2024-25,POR,103
2024-25,UTA,121
2024-25,MIA,104
2024-25,MEM,106
2024-25,SAS,110
2024-25,HOU,100
2024-25,ATL,136
2024-25,IND,123
2024-25,ORL,102
2024-25,BKN,101
2024-25,OKC,130
2024-25,MIN,112
2024-25,TOR,107
2024-25,BOS,114
2024-25,DEN,134
2024-25,CHI,116
2024-25,NYK,136
2024-25,PHX,105
2024-25,CHA,94
2024-25,UTA,111
2024-25,WAS,132
2024-25,POR,126
2024-25,MIL,111
2024-25,DET,121
2024-25,OKC,106
2024-25,PHI,114
2024-25,SAC,122
2024-25,DAL,122
2024-25,MIA,110
2024-25,LAL,132
2024-25,GSW,109
2024-25,ATL,120
2024-25,DEN,135
2024-25,ORL,85
2024-25,DAL,98
2024-25,SAS,96
2024-25,LAC,102
2024-25,CLE,149
2024-25,NYK,108
2024-25,GSW,92
2024-25,MIN,113
2024-25,HOU,112
2024-25,IND,105
2024-25,BOS,142
2024-25,NOP,124
2024-25,BKN,87
2024-25,PHX,89
2024-25,MEM,132
2024-25,IND,114
2024-25,MIL,105
2024-25,DET,114
2024-25,SAC,113
2024-25,WAS,113
2024-25,UTA,120
2024-25,ATL,141
2024-25,MIA,89
2024-25,NOP,111
2024-25,HOU,128
2024-25,CHA,110
2024-25,CHI,133
2024-25,POR,122
2024-25,MEM,155
2024-25,BKN,111
2024-25,TOR,126
2024-25,OKC,120
2024-25,ORL,88
2024-25,PHX,110
2024-25,DAL,99
2024-25,LAL,115
2024-25,BOS,114
2024-25,DEN,100
2024-25,SAS,114
2024-25,NYK,117
2024-25,MIN,105
2024-25,PHI,118
2024-25,GSW,113
2024-25,DEN,117
2024-25,OKC,123
2024-25,ATL,117
2024-25,HOU,114
2024-25,TOR,125
2024-25,BKN,95
2024-25,ORL,108
2024-25,SAS,106
2024-25,MEM,110
2024-25,UTA,113
2024-25,POR,108
2024-25,GSW,105
2024-25,MIN,104
2024-25,MIA,110
2024-25,CLE,124
2024-25,WAS,105
2024-25,LAC,114
2024-25,CHA,101
2024-25,LAL,114
2024-25,PHI,111
2024-25,MIL,112
2024-25,BOS,104
2024-25,NYK,139
2024-25,DET,117
2024-25,DAL,132
2024-25,PHX,90
2024-25,CHI,91
2024-25,IND,111
2024-25,TOR,110
2024-25,HOU,114
2024-25,NOP,129
2024-25,SAC,95
2024-25,DEN,132
2024-25,IND,122
2024-25,NYK,104
2024-25,NOP,93
2024-25,WAS,101
2024-25,POR,94
2024-25,BOS,123
2024-25,DAL,113
2024-25,MIA,114
2024-25,GSW,113
2024-25,MIL,112
2024-25,SAS,114
2024-25,DET,133
2024-25,ATL,112
2024-25,MEM,128
2024-25,CHI,98
2024-25,ORL,121
2024-25,BKN,94
2024-25,PHI,99
2024-25,LAC,97
2024-25,CLE,126
2024-25,PHX,125
2024-25,MIN,103
2024-25,UTA,105
2024-25,SAC,99
2024-25,LAL,103
2024-25,MIL,101
2024-25,CLE,124
2024-25,PHI,108
2024-25,OKC,104
2024-25,MIA,97
2024-25,CHA,98
2024-25,NOP,113
2024-25,ATL,126
2024-25,DET,119
2024-25,TOR,94
2024-25,MIN,107
2024-25,GSW,93
2024-25,DEN,124
2024-25,CHI,117
2024-25,OKC,105
2024-25,LAC,118
2024-25,SAS,133
2024-25,HOU,133
2024-25,ORL,99
2024-25,LAL,113
2024-25,WAS,123
2024-25,POR,126
2024-25,BKN,101
2024-25,NYK,133
2024-25,UTA,126
2024-25,IND,120
2024-25,PHX,111
2024-25,BOS,108
2024-25,SAC,100
2024-25,CHA,114
2024-25,DAL,95
2024-25,MEM,144
2024-25,CHA,108
2024-25,CLE,130
2024-25,PHI,121
2024-25,DEN,130
2024-25,BKN,101
2024-25,MIA,124
2024-25,UTA,107
2024-25,SAC,129
2024-25,TOR,121
2024-25,DET,125
2024-25,CHI,122
2024-25,LAC,144
2024-25,WAS,98
2024-25,LAL,116
2024-25,NYK,100
2024-25,BOS,112
2024-25,DAL,143
2024-25,PHX,116
2024-25,MIN,106
2024-25,NOP,104
2024-25,ORL,91
2024-25,IND,119
2024-25,POR,109
2024-25,MEM,110
2024-25,SAS,92
2024-25,GSW,133
2024-25,MIL,110
2024-25,ATL,102
2024-25,OKC,111
2024-25,HOU,96
2024-25,POR,116
2024-25,BKN,119
2024-25,CLE,115
2024-25,CHI,109
2024-25,UTA,126
2024-25,IND,121
2024-25,MIN,97
2024-25,PHI,107
2024-25,LAL,87
2024-25,PHX,134
2024-25,WAS,105
2024-25,SAS,118
2024-25,DEN,120
2024-25,LAC,98
2024-25,MEM,135
2024-25,CHA,95
2024-25,DET,99
2024-25,TOR,104
2024-25,BOS,123
2024-25,SAC,111
2024-25,MIA,114
2024-25,NOP,109
2024-25,ATL,108
2024-25,GSW,90
2024-25,HOU,91
2024-25,NYK,100
2024-25,DAL,104
2024-25,MIL,114
2024-25,OKC,118
2024-25,ORL,109
2024-25,NYK,113
2024-25,TOR,108
2024-25,DEN,141
2024-25,IND,109
2024-25,LAL,107
2024-25,HOU,117
2024-25,ORL,115
2024-25,CHI,100
2024-25,SAC,141
2024-25,LAC,106
2024-25,POR,98
2024-25,SAS,121
2024-25,NOP,116
2024-25,WAS,112
2024-25,CLE,113
2024-25,MIN,106
2024-25,MEM,140
2024-25,UTA,97
2024-25,BKN,113
2024-25,CHA,113
2024-25,GSW,114
2024-25,PHX,110
2024-25,PHI,108
2024-25,ATL,111
2024-25,MIL,118
2024-25,MIA,122
2024-25,BOS,121
2024-25,DEN,113
2024-25,WAS,122
2024-25,MEM,127
2024-25,DET,120
2024-25,CLE,116
2024-25,CHA,102
2024-25,PHX,111
2024-25,OKC,119
2024-25,NYK,111
2024-25,MIA,121
2024-25,TOR,118
2024-25,NOP,109
2024-25,DAL,125
2024-25,PHI,102
2024-25,ATL,134
2024-25,IND,132
2024-25,MIN,107
2024-25,ORL,94
2024-25,MIL,105
2024-25,CHI,123
2024-25,SAC,140
2024-25,LAL,132
2024-25,GSW,90
2024-25,UTA,141
2024-25,SAS,113
2024-25,BOS,111
2024-25,POR,99
2024-25,CHA,101
2024-25,GSW,99
2024-25,HOU,93
2024-25,DEN,114
2024-25,SAC,110
2024-25,PHX,124
2024-25,SAS,124
2024-25,DAL,137
2024-25,CHI,139
2024-25,CLE,126
2024-25,MEM,115
2024-25,NYK,125
2024-25,TOR,92
2024-25,WAS,101
2024-25,OKC,129
2024-25,NOP,126
2024-25,ATL,119
2024-25,PHI,102
2024-25,MIA,134
2024-25,ORL,106
2024-25,MIL,104
2024-25,LAC,80
2024-25,BKN,99
2024-25,DET,120
2024-25,IND,90
2024-25,MIN,108
2024-25,BOS,130
2024-25,LAL,93
2024-25,WAS,87
2024-25,PHI,110
2024-25,CHA,104
2024-25,IND,111
2024-25,TOR,122
2024-25,OKC,133
2024-25,CLE,118
2024-25,DAL,121
2024-25,MIL,128
2024-25,ORL,106
2024-25,SAC,120
2024-25,DEN,119
2024-25,SAS,93
2024-25,LAC,127
2024-25,POR,105
2024-25,GSW,115
2024-25,MEM,116
2024-25,NYK,121
2024-25,UTA,106
2024-25,PHX,104
2024-25,DET,107
2024-25,HOU,111
2024-25,NOP,112
2024-25,BOS,108
2024-25,CHI,128
2024-25,MIA,89
2024-25,MIN,109
2024-25,BKN,102
2024-25,ATL,124
2024-25,LAL,80
2024-25,SAC,125
2024-25,HOU,119
2024-25,UTA,104
2024-25,CLE,115
2024-25,NYK,118
2024-25,DAL,137
2024-25,BOS,111
2024-25,LAL,105
2024-25,POR,131
2024-25,SAS,127
2024-25,IND,121
2024-25,NOP,85
2024-25,ORL,100
2024-25,TOR,119
2024-25,OKC,116
2024-25,BKN,92
2024-25,DEN,122
2024-25,MIA,116
2024-25,MEM,136
2024-25,LAC,126
2024-25,PHI,111
2024-25,GSW,105
2024-25,DAL,106
2024-25,WAS,114
2024-25,CHA,104
2024-25,PHX,113
2024-25,MIL,124
2024-25,ATL,107
2024-25,UTA,94
2024-25,DET,96
2024-25,BKN,100
2024-25,OKC,101
2024-25,LAC,92
2024-25,ATL,117
2024-25,NYK,99
2024-25,MIN,93
2024-25,IND,106
2024-25,DET,130
2024-25,ORL,123
2024-25,BOS,138
2024-25,SAC,106
2024-25,CHA,98
2024-25,LAL,93
2024-25,MEM,120
2024-25,NOP,109
2024-25,MIA,121
2024-25,POR,115
2024-25,CHI,129
2024-25,TOR,111
2024-25,CLE,101
2024-25,DAL,129
2024-25,NYK,114
2024-25,ATL,135
2024-25,LAC,121
2024-25,MEM,131
2024-25,LAL,119
2024-25,NOP,93
2024-25,DEN,122
2024-25,MIN,104
2024-25,PHX,117
2024-25,HOU,122
2024-25,CHI,119
2024-25,ORL,133
2024-25,PHI,115
2024-25,BKN,127
2024-25,SAC,115
2024-25,POR,114
2024-25,GSW,101
2024-25,UTA,103
2024-25,WAS,96
2024-25,TOR,119
2024-25,CHA,94
2024-25,CLE,124
2024-25,OKC,105
2024-25,IND,121
2024-25,MIA,98
2024-25,SAS,101
2024-25,DET,111
2024-25,CHI,127
2024-25,SAS,128
2024-25,PHX,127
2024-25,WAS,108
2024-25,UTA,115
2024-25,LAL,100
2024-25,MIA,103
2024-25,HOU,117
2024-25,MIN,111
2024-25,MIL,106
2024-25,NOP,110
2024-25,DAL,129
2024-25,GSW,120
2024-25,TOR,100
2024-25,IND,114
2024-25,LAC,94
2024-25,BKN,128
2024-25,DEN,118
2024-25,NYK,145
2024-25,DET,102
2024-25,OKC,130
2024-25,MEM,123
2024-25,ATL,119
2024-25,BOS,126
2024-25,SAC,109
2024-25,ORL,95
2024-25,CHA,84
2024-25,POR,98
2024-25,IND,115
2024-25,CLE,122
2024-25,MIA,123
2024-25,DAL,118
2024-25,BOS,107
2024-25,LAC,125
2024-25,SAC,103
2024-25,WAS,103
2024-25,BKN,108
2024-25,MIN,105
2024-25,PHI,99
2024-25,TOR,108
2024-25,MIL,125
2024-25,UTA,121
2024-25,DEN,127
2024-25,CHA,119
2024-25,DET,100
2024-25,ORL,111
2024-25,POR,104
2024-25,NYK,106
2024-25,MEM,142
2024-25,SAS,104
2024-25,LAL,102
2024-25,GSW,94
2024-25,HOU,98
2024-25,CHI,131
2024-25,LAC,104
2024-25,HOU,116
2024-25,ATL,122
2024-25,BOS,108
2024-25,DEN,120
2024-25,GSW,112
2024-25,SAC,88
2024-25,DAL,123
2024-25,POR,88
2024-25,IND,117
2024-25,BKN,98
2024-25,WAS,96
2024-25,PHI,113
2024-25,NOP,108
2024-25,CHI,136
2024-25,MIL,129
2024-25,UTA,118
2024-25,DET,121
2024-25,TOR,110
2024-25,LAL,118
2024-25,MIN,105
2024-25,CHA,123
2024-25,ORL,119
2024-25,SAS,126
2024-25,ORL,93
2024-25,POR,99
2024-25,IND,113
2024-25,LAC,104
2024-25,CLE,128
2024-25,MEM,117
2024-25,OKC,109
2024-25,HOU,130
2024-25,MIL,122
2024-25,GSW,120
2024-25,NYK,138
2024-25,PHX,122
2024-25,CHI,106
2024-25,ATL,97
2024-25,PHI,111
2024-25,NOP,100
2024-25,CLE,117
2024-25,DAL,132
2024-25,OKC,104
2024-25,LAL,124
2024-25,NOP,91
2024-25,BKN,116
2024-25,UTA,118
2024-25,CHA,115
2024-25,BOS,120
2024-25,MEM,110
2024-25,DEN,122
2024-25,SAS,110
2024-25,GSW,99
2024-25,PHI,89
2024-25,HOU,100
2024-25,TOR,130
2024-25,DET,112
2024-25,MIL,101
2024-25,WAS,106
2024-25,MIA,106
2024-25,ATL,109
2024-25,LAC,102
2024-25,NYK,134
2024-25,CHI,122
2024-25,SAC,108
2024-25,PHX,99
2024-25,ORL,109
2024-25,IND,119
2024-25,NYK,114
2024-25,CLE,128
2024-25,LAC,116
2024-25,DEN,90
2024-25,OKC,119
2024-25,CHI,107
2024-25,HOU,143
2024-25,CHA,114
2024-25,BKN,104
2024-25,MIA,110
2024-25,WAS,104
2024-25,POR,114
2024-25,IND,119
2024-25,ATL,110
2024-25,PHX,117
2024-25,DAL,121
2024-25,MIN,120
2024-25,UTA,105
2024-25,MEM,105
2024-25,DET,124
2024-25,BOS,126
2024-25,NOP,99
2024-25,TOR,123
2024-25,DAL,110
2024-25,MIL,114
2024-25,CHA,115
2024-25,SAS,93
2024-25,UTA,117
2024-25,SAC,121
2024-25,LAL,104
2024-25,ORL,98
2024-25,LAL,120
2024-25,IND,111
2024-25,LAC,104
2024-25,NYK,124
2024-25,MEM,118
2024-25,DET,99
2024-25,BKN,122
2024-25,SAS,115
2024-25,OKC,99
2024-25,WAS,117
2024-25,HOU,125
2024-25,PHI,86
2024-25,MIA,124
2024-25,NOP,101
2024-25,GSW,123
2024-25,DEN,94
2024-25,TOR,95
2024-25,CLE,144
2024-25,PHX,83
2024-25,CHI,126
2024-25,MIN,130
2024-25,SAC,126
2024-25,ATL,129
2024-25,UTA,115
2024-25,DAL,113
2024-25,CHI,124
2024-25,HOU,111
2024-25,LAL,128
2024-25,MIN,98
2024-25,PHX,104
2024-25,IND,90
2024-25,BKN,114
2024-25,WAS,130
2024-25,ORL,94
2024-25,LAC,103
2024-25,NYK,123
2024-25,CLE,114
2024-25,PHI,106
2024-25,MIL,127
2024-25,SAS,139
2024-25,MEM,123
2024-25,SAC,127
2024-25,DET,120
2024-25,POR,106
2024-25,OKC,106
2024-25,BOS,139
2024-25,NOP,88
2024-25,BOS,116
2024-25,MIA,121
2024-25,CHA,89
2024-25,UTA,112
2024-25,POR,122
2024-25,NYK,111
2024-25,MIN,108
2024-25,PHI,99
2024-25,PHX,120
2024-25,DET,123
2024-25,GSW,120
2024-25,TOR,85
2024-25,MIL,99
2024-25,ORL,114
2024-25,DAL,117
2024-25,ATL,117
2024-25,OKC,134
2024-25,HOU,107
2024-25,BKN,107
2024-25,WAS,92
2024-25,CLE,119
2024-25,SAS,116
2024-25,NOP,105
2024-25,CHI,113
2024-25,LAC,128
2024-25,SAC,96
2024-25,MIN,94
2024-25,PHX,118
2024-25,DEN,122
2024-25,SAC,127
2024-25,MIA,95
2024-25,BOS,113
2024-25,PHI,107
2024-25,MIL,107
2024-25,LAL,123
2024-25,NYK,121
2024-25,MEM,134
2024-25,CHA,105
2024-25,ORL,121
2024-25,TOR,103
2024-25,DET,99
2024-25,GSW,127
2024-25,POR,89
2024-25,OKC,116
2024-25,HOU,101
2024-25,DAL,120
2024-25,IND,132
2024-25,WAS,94
2024-25,SAS,110
2024-25,CLE,105
2024-25,BKN,100
2024-25,UTA,111
2024-25,CHI,125
2024-25,TOR,103
2024-25,ATL,113
2024-25,LAC,105
2024-25,CLE,136
2024-25,LAC,107
2024-25,BOS,108
2024-25,GSW,117
2024-25,OKC,126
2024-25,IND,83
2024-25,MEM,128
2024-25,DET,122
2024-25,BKN,104
2024-25,NOP,88
2024-25,LAL,116
2024-25,ORL,115
2024-25,MIN,127
2024-25,CHA,103
2024-25,WAS,104
2024-25,SAC,98
2024-25,PHX,114
2024-25,HOU,107
2024-25,POR,102
2024-25,DEN,135
2024-25,DAL,113
2024-25,MIL,94
2024-25,PHI,106
2024-25,ATL,121
2024-25,MIA,122
2024-25,NYK,116
2024-25,CHI,119
2024-25,SAS,118
2024-25,MIL,123
2024-25,UTA,100
2024-25,POR,105
2024-25,MIN,135
2024-25,IND,118
2024-25,MIA,112
2024-25,TOR,107
2024-25,DAL,119
2024-25,CLE,131
2024-25,LAC,110
2024-25,BOS,112
2024-25,NYK,116
2024-25,OKC,122
2024-25,SAC,122
2024-25,DEN,124
2024-25,ORL,111
2024-25,GSW,118
2024-25,DET,107
2024-25,LAL,114
2024-25,PHI,98
2024-25,NOP,122
2024-25,ATL,121
2024-25,SAS,100
2024-25,HOU,127
2024-25,MEM,131
2024-25,PHX,115
2024-25,CHI,99
2024-25,CHA,108
2024-25,WAS,112
2024-25,DAL,127
2024-25,SAC,111
2024-25,HOU,109
2024-25,NOP,100
2024-25,ORL,86
2024-25,SAS,104
2024-25,CHI,126
2024-25,POR,118
2024-25,MIN,114
2024-25,LAL,103
2024-25,BOS,123
2024-25,PHX,118
2024-25,MIA,110
2024-25,LAC,113
2024-25,GSW,125
2024-25,DET,115
2024-25,IND,134
2024-25,BKN,106
2024-25,MIL,114
2024-25,MEM,104
2024-25,CLE,116
2024-25,TOR,119
2024-25,CHA,93
2024-25,PHI,116
2024-25,NYK,97
2024-25,DEN,121
2024-25,UTA,135
2024-25,ATL,93
2024-25,OKC,102
2024-25,BKN,92
2024-25,DET,106
2024-25,ATL,126
2024-25,DAL,108
2024-25,ORL,85
2024-25,NOP,111
2024-25,PHX,103
2024-25,CHA,103
2024-25,MIL,113
2024-25,HOU,121
2024-25,BOS,113
2024-25,MIA,118
2024-25,SAC,128
2024-25,DEN,129
2024-25,MEM,124
2024-25,LAC,92
2024-25,WAS,98
2024-25,MIN,103
2024-25,POR,97
2024-25,OKC,105
2024-25,PHI,107
2024-25,CLE,114
2024-25,GSW,127
2024-25,SAS,113
2024-25,TOR,131
2024-25,UTA,103
2024-25,ORL,109
2024-25,CHI,112
2024-25,MIN,119
2024-25,IND,118
2024-25,NYK,128
2024-25,POR,114
2024-25,SAC,123
2024-25,TOR,125
2024-25,DEN,116
2024-25,OKC,137
2024-25,CLE,120
2024-25,LAL,131
2024-25,CHA,109
2024-25,BOS,124
2024-25,NOP,125
2024-25,ATL,115
2024-25,BKN,120
2024-25,DET,98
2024-25,UTA,88
2024-25,MEM,122
2024-25,MIL,99
2024-25,LAC,119
2024-25,SAS,106
2024-25,DAL,102
2024-25,PHX,125
2024-25,HOU,108
2024-25,POR,106
2024-25,IND,135
2024-25,NOP,89
2024-25,BKN,119
2024-25,CHA,138
2024-25,LAL,110
2024-25,ORL,99
2024-25,CHI,102
2024-25,LAC,105
2024-25,GSW,104
2024-25,MEM,106
2024-25,ATL,120
2024-25,BOS,132
2024-25,CLE,134
2024-25,OKC,105
2024-25,SAS,93
2024-25,NYK,116
2024-25,DET,105
2024-25,MIA,107
2024-25,PHI,95
2024-25,TOR,133
2024-25,WAS,133
2024-25,GSW,124
2024-25,MIN,114
2024-25,DEN,144
2024-25,NOP,106
2024-25,DAL,120
2024-25,SAC,113
2024-25,UTA,96
2024-25,BKN,139
2024-25,ORL,119
2024-25,SAC,111
2024-25,PHX,109
2024-25,TOR,125
2024-25,ATL,119
2024-25,CLE,110
2024-25,POR,98
2024-25,IND,115
2024-25,HOU,106
2024-25,LAL,105
2024-25,NYK,104
2024-25,BOS,119
2024-25,MIA,106
2024-25,DAL,110
2024-25,MIL,108
2024-25,SAS,101
2024-25,MEM,123
2024-25,DET,98
2024-25,DEN,127
2024-25,WAS,121
2024-25,CHI,126
2024-25,UTA,102
2024-25,LAC,112
2024-25,OKC,128
2024-25,IND,114
2024-25,MIL,102
2024-25,BKN,115
2024-25,POR,125
2024-25,PHI,118
2024-25,ATL,104
2024-25,NOP,103
2024-25,GSW,104
2024-25,CLE,135
2024-25,MEM,124
2024-25,SAS,109
2024-25,DET,118
2024-25,HOU,106
2024-25,DEN,104
2024-25,LAC,109
2024-25,SAC,127
2024-25,DAL,102
2024-25,ORL,111
2024-25,WAS,116
2024-25,BOS,124
2024-25,MIA,114
2024-25,CHA,106
2024-25,OKC,114
2024-25,TOR,101
2024-25,LAL,131
2024-25,MIN,112
2024-25,CHI,95
2024-25,PHX,114
2024-25,POR,103
2024-25,NOP,105
2024-25,MIL,122
2024-25,PHX,116
2024-25,HOU,128
2024-25,IND,98
2024-25,GSW,127
2024-25,LAL,123
2024-25,BKN,101
2024-25,CLE,113
2024-25,CHA,120
2024-25,DET,101
2024-25,CHI,133
2024-25,NYK,123
2024-25,MEM,108
2024-25,ATL,125
2024-25,ORL,116
2024-25,UTA,86
2024-25,TOR,115
2024-25,PHI,107
2024-25,WAS,102
2024-25,SAC,115
2024-25,MIN,117
2024-25,OKC,102
2024-25,DAL,120
2024-25,BOS,122
2024-25,DEN,87
2024-25,SAS,109
2024-25,CHI,111
2024-25,CHA,110
2024-25,IND,115
2024-25,HOU,105
2024-25,MIA,97
2024-25,POR,104
2024-25,TOR,106
2024-25,UTA,124
2024-25,CLE,136
2024-25,NOP,123
2024-25,PHX,116
2024-25,PHI,109
2024-25,MEM,126
2024-25,MIL,124
2024-25,ORL,116
2024-25,DET,109
2024-25,BKN,116
2024-25,GSW,140
2024-25,ATL,120
2024-25,LAC,113
2024-25,NYK,109
2024-25,BOS,132
2024-25,MIN,103
2024-25,LAL,110
